CookerStat, GenerateAssetRegistry=0.047602, Initialize=0.231348, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId09867BE8470D2D760108B691B4FBE165_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CCE0A0B44F0E79BB8268D68789D90D16_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.28-19.56.37, Duration=482.165619, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CCE0A0B44F0E79BB8268D68789D90__AEE314368D29336989613498B5BD38B00353E144, StartTime=2016.05.28-19.56.37, HierarchicalDDC=, DataSize=1048841, Duration=5.114276, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CCE0A0B44F0E79BB8268D68789D90__3395109BD7E37ACCA82DA5C2509C719226E4AD8D, StartTime=2016.05.28-19.56.37, HierarchicalDDC=, DataSize=262407, Duration=3.110040, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CCE0A0B44F0E79BB8268D68789D90__94A3F97FA9876EC856E280FE0D0A230EC5A44986, StartTime=2016.05.28-19.56.37, HierarchicalDDC=, DataSize=65799, Duration=1.700655, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CCE0A0B44F0E79BB8268D68789D90__177AB1797088BF826AD552EDBE41DD0B4870488B, StartTime=2016.05.28-19.56.37, HierarchicalDDC=, DataSize=16647, Duration=1.392078, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CCE0A0B44F0E79BB8268D68789D90__3D79E43097C9AC53BBCAF82BF7D0E8DF1DA928A7, StartTime=2016.05.28-19.56.37, HierarchicalDDC=, DataSize=7196, Duration=1.351804, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId09867BE8470D2D760108B691B4FBE165_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FE23405F4118F435517F02B56ABF11FF_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.28-19.56.37, Duration=578.407471, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FE23405F4118F435517F02B56ABF1__1B5BFF3512B24B2C16557857FBCB7E8463F22129, StartTime=2016.05.28-19.56.38, HierarchicalDDC=, DataSize=1048841, Duration=4.840985, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FE23405F4118F435517F02B56ABF1__5B3BA4C545D5322DF50E5A574F9FF9228865D400, StartTime=2016.05.28-19.56.38, HierarchicalDDC=, DataSize=262407, Duration=2.245568, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FE23405F4118F435517F02B56ABF1__112DE9C88EFAD44D1A40A1B87F4827A7DC381D64, StartTime=2016.05.28-19.56.38, HierarchicalDDC=, DataSize=65799, Duration=1.562178, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FE23405F4118F435517F02B56ABF1__97F7342E338236D949364DC1BA24F82CDAB42954, StartTime=2016.05.28-19.56.38, HierarchicalDDC=, DataSize=16647, Duration=1.774549, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId9318179042590BC19A03C3BC2668945E_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FE23405F4118F435517F02B56ABF1__6208FABE7066876767B5C894B6A6111AC7D824F0, StartTime=2016.05.28-19.56.38, HierarchicalDDC=, DataSize=7196, Duration=1.662374, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
DDCTransactionId09867BE8470D2D760108B691B4FBE165_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0601A2374DAABCCE4525CC8C1206807C_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.28-19.56.38, Duration=400.260986, RunGuid=RunID21E49B744BAB3B68D51F849580C7B2AD
